"SAFE","H2","950"
"SAFE","H2","952"
"SAFE","H2","954"
"SAFE","H2","956"
"SAFE","H2","958"
"SAFE","H2","960"
"SAFE","H2","962"
"SAFE","H2","964"
"SAFE","H2","966"
"SAFE","H2","968"
"SAFE","H2","970"
"SAFE","H2","972"
"SAFE","H2","974"
"SAFE","H2","976"
"SAFE","H2","978"
"SAFE","H2","980"
"SAFE","number.of.species.HL","910"
"SAFE","number.of.species.HL","912"
"SAFE","number.of.species.HL","914"
"SAFE","number.of.species.HL","916"
"SAFE","number.of.species.HL","918"
"SAFE","number.of.species.HL","920"
"SAFE","number.of.species.HL","922"
"SAFE","number.of.species.HL","924"
"SAFE","number.of.species.HL","926"
"SAFE","number.of.species.HL","928"
"SAFE","number.of.species.HL","930"
"SAFE","number.of.species.HL","932"
"SAFE","number.of.species.HL","934"
"SAFE","number.of.species.HL","936"
"SAFE","number.of.species.HL","938"
"SAFE","number.of.species.HL","940"
"SAFE","number.of.species.HL","942"
"SAFE","number.of.species.HL","944"
"SAFE","number.of.species.HL","946"
"SAFE","number.of.species.HL","948"
"SAFE","number.of.species.HL","950"
"SAFE","number.of.species.HL","952"
"SAFE","number.of.species.HL","954"
"SAFE","number.of.species.HL","956"
"SAFE","number.of.species.HL","958"
"SAFE","number.of.species.HL","960"
"SAFE","number.of.species.HL","962"
"SAFE","number.of.species.HL","964"
"SAFE","number.of.species.HL","966"
"SAFE","number.of.species.HL","968"
"SAFE","number.of.species.HL","970"
"SAFE","number.of.species.HL","972"
"SAFE","number.of.species.HL","974"
"SAFE","number.of.species.HL","976"
"SAFE","number.of.species.HL","978"
"SAFE","number.of.species.HL","980"
"SAFE","number.of.species.LL","910"
"SAFE","number.of.species.LL","912"
"SAFE","number.of.species.LL","914"
"SAFE","number.of.species.LL","916"
"SAFE","number.of.species.LL","918"
"SAFE","number.of.species.LL","920"
"SAFE","number.of.species.LL","922"
"SAFE","number.of.species.LL","924"
"SAFE","number.of.species.LL","926"
"SAFE","number.of.species.LL","928"
"SAFE","number.of.species.LL","930"
"SAFE","number.of.species.LL","932"
"SAFE","number.of.species.LL","934"
"SAFE","number.of.species.LL","936"
"SAFE","number.of.species.LL","938"
"SAFE","number.of.species.LL","940"
"SAFE","number.of.species.LL","942"
"SAFE","number.of.species.LL","944"
"SAFE","number.of.species.LL","946"
"SAFE","number.of.species.LL","948"
"SAFE","number.of.species.LL","950"
"SAFE","number.of.species.LL","952"
"SAFE","number.of.species.LL","954"
"SAFE","number.of.species.LL","956"
"SAFE","number.of.species.LL","958"
"SAFE","number.of.species.LL","960"
"SAFE","number.of.species.LL","962"
"SAFE","number.of.species.LL","964"
"SAFE","number.of.species.LL","966"
"SAFE","number.of.species.LL","968"
"SAFE","number.of.species.LL","970"
"SAFE","number.of.species.LL","972"
"SAFE","number.of.species.LL","974"
"SAFE","number.of.species.LL","976"
"SAFE","number.of.species.LL","978"
"SAFE","number.of.species.LL","980"
"SAFE","mean.number.of.shared.partners.HL","910"
"SAFE","mean.number.of.shared.partners.HL","912"
"SAFE","mean.number.of.shared.partners.HL","914"
"SAFE","mean.number.of.shared.partners.HL","916"
"SAFE","mean.number.of.shared.partners.HL","918"
"SAFE","mean.number.of.shared.partners.HL","920"
"SAFE","mean.number.of.shared.partners.HL","922"
"SAFE","mean.number.of.shared.partners.HL","924"
"SAFE","mean.number.of.shared.partners.HL","926"
"SAFE","mean.number.of.shared.partners.HL","928"
"SAFE","mean.number.of.shared.partners.HL","930"
"SAFE","mean.number.of.shared.partners.HL","932"
"SAFE","mean.number.of.shared.partners.HL","934"
"SAFE","mean.number.of.shared.partners.HL","936"
"SAFE","mean.number.of.shared.partners.HL","938"
"SAFE","mean.number.of.shared.partners.HL","940"
"SAFE","mean.number.of.shared.partners.HL","942"
"SAFE","mean.number.of.shared.partners.HL","944"
"SAFE","mean.number.of.shared.partners.HL","946"
"SAFE","mean.number.of.shared.partners.HL","948"
"SAFE","mean.number.of.shared.partners.HL","950"
"SAFE","mean.number.of.shared.partners.HL","952"
"SAFE","mean.number.of.shared.partners.HL","954"
"SAFE","mean.number.of.shared.partners.HL","956"
"SAFE","mean.number.of.shared.partners.HL","958"
"SAFE","mean.number.of.shared.partners.HL","960"
"SAFE","mean.number.of.shared.partners.HL","962"
"SAFE","mean.number.of.shared.partners.HL","964"
"SAFE","mean.number.of.shared.partners.HL","966"
"SAFE","mean.number.of.shared.partners.HL","968"
"SAFE","mean.number.of.shared.partners.HL","970"
"SAFE","mean.number.of.shared.partners.HL","972"
"SAFE","mean.number.of.shared.partners.HL","974"
"SAFE","mean.number.of.shared.partners.HL","976"
"SAFE","mean.number.of.shared.partners.HL","978"
"SAFE","mean.number.of.shared.partners.HL","980"
"SAFE","mean.number.of.shared.partners.LL","910"
"SAFE","mean.number.of.shared.partners.LL","912"
"SAFE","mean.number.of.shared.partners.LL","914"
"SAFE","mean.number.of.shared.partners.LL","916"
"SAFE","mean.number.of.shared.partners.LL","918"
"SAFE","mean.number.of.shared.partners.LL","920"
"SAFE","mean.number.of.shared.partners.LL","922"
"SAFE","mean.number.of.shared.partners.LL","924"
"SAFE","mean.number.of.shared.partners.LL","926"
"SAFE","mean.number.of.shared.partners.LL","928"
"SAFE","mean.number.of.shared.partners.LL","930"
"SAFE","mean.number.of.shared.partners.LL","932"
"SAFE","mean.number.of.shared.partners.LL","934"
"SAFE","mean.number.of.shared.partners.LL","936"
"SAFE","mean.number.of.shared.partners.LL","938"
"SAFE","mean.number.of.shared.partners.LL","940"
"SAFE","mean.number.of.shared.partners.LL","942"
"SAFE","mean.number.of.shared.partners.LL","944"
"SAFE","mean.number.of.shared.partners.LL","946"
"SAFE","mean.number.of.shared.partners.LL","948"
"SAFE","mean.number.of.shared.partners.LL","950"
"SAFE","mean.number.of.shared.partners.LL","952"
"SAFE","mean.number.of.shared.partners.LL","954"
"SAFE","mean.number.of.shared.partners.LL","956"
"SAFE","mean.number.of.shared.partners.LL","958"
"SAFE","mean.number.of.shared.partners.LL","960"
"SAFE","mean.number.of.shared.partners.LL","962"
"SAFE","mean.number.of.shared.partners.LL","964"
"SAFE","mean.number.of.shared.partners.LL","966"
"SAFE","mean.number.of.shared.partners.LL","968"
